Ensembl.ID,Gene,"Mean(zygote, 4 cell)","Mean(8 cell, morula, ICM, Epi, PrEnd)",LogFC#1,"Mean(zygote, 4 cell, 8 cell)","Mean(morula, ICM, Epi, PrEnd)",LogFC#2
ENSG00000163737,PF4,0.00,0.00,NA,0.00,0.00,NA
ENSG00000163738,MTHFD2L,0.10,0.52,2.44,0.17,0.57,1.77
ENSG00000163739,CXCL1,0.08,0.00,-Inf,0.05,0.00,-Inf
ENSG00000163743,RCHY1,2.84,9.96,1.81,3.13,11.52,1.88
ENSG00000163746,PLSCR2,0.13,0.13,0.00,0.21,0.07,-1.58
ENSG00000163749,CCDC158,0.00,0.11,Inf,0.11,0.06,-0.98
ENSG00000163751,CPA3,0.01,0.00,-Inf,0.01,0.00,-Inf
ENSG00000163754,GYG1,339.42,25.51,-3.73,245.58,17.42,-3.82
ENSG00000163755,HPS3,3.15,0.99,-1.66,2.12,1.22,-0.80
ENSG00000163762,TM4SF18,0.02,0.13,3.16,0.01,0.17,4.07
ENSG00000163781,TOPBP1,2.85,8.95,1.65,7.08,7.30,0.04
ENSG00000163785,RYK,0.43,2.34,2.46,0.66,2.64,1.99
ENSG00000163788,SNRK,12.75,2.34,-2.44,9.33,2.30,-2.02
ENSG00000163792,TCF23,0.01,0.01,0.26,0.00,0.01,1.17
ENSG00000163793,DNAJC5G,2.41,0.16,-3.91,1.82,0.04,-5.51
ENSG00000163794,UCN,0.00,0.18,Inf,0.00,0.22,6.04
ENSG00000163795,ZNF513,9.14,3.25,-1.49,7.57,2.95,-1.36
ENSG00000163798,SLC4A1AP,14.35,15.89,0.15,17.39,13.99,-0.31
ENSG00000163803,PLB1,1.57,0.22,-2.81,1.28,0.11,-3.61
ENSG00000163806,SPDYA,0.24,0.48,0.99,0.33,0.47,0.53
ENSG00000163807,KIAA1143,3.05,6.64,1.12,3.99,6.84,0.78
ENSG00000163808,KIF15,17.28,5.70,-1.60,13.91,5.33,-1.38
ENSG00000163810,TGM4,2.85,0.25,-3.52,2.28,0.03,-6.37
ENSG00000163811,WDR43,16.18,85.39,2.40,63.45,67.24,0.08
ENSG00000163812,ZDHHC3,7.55,7.99,0.08,7.04,8.48,0.27
ENSG00000163814,CDCP1,0.02,1.47,6.20,0.04,1.83,5.64
ENSG00000163815,CLEC3B,0.00,0.01,Inf,0.00,0.01,Inf
ENSG00000163817,SLC6A20,3.04,0.24,-3.66,2.33,0.07,-5.00
ENSG00000163818,LZTFL1,1.06,1.39,0.40,1.03,1.50,0.55
ENSG00000163820,FYCO1,0.76,0.37,-1.04,0.50,0.46,-0.13
ENSG00000163823,CCR1,0.01,0.23,4.51,0.01,0.29,5.42
ENSG00000163825,RTP3,0.18,19.59,6.81,1.09,23.75,4.45
ENSG00000163827,LRRC2,0.00,0.77,Inf,0.00,0.96,Inf
ENSG00000163832,ELP6,0.29,15.43,5.76,7.38,13.90,0.91
ENSG00000163833,FBXO40,0.01,0.13,3.72,0.20,0.02,-3.13
ENSG00000163840,DTX3L,0.02,0.15,2.91,0.01,0.19,3.81
ENSG00000163848,ZNF148,14.63,6.32,-1.21,16.85,2.57,-2.71
ENSG00000163864,NMNAT3,2.88,0.10,-4.87,1.99,0.07,-4.88
ENSG00000163866,SMIM12,0.50,15.03,4.91,1.32,18.05,3.77
ENSG00000163867,ZMYM6,0.67,0.91,0.45,0.83,0.85,0.03
ENSG00000163870,TPRA1,3.87,10.80,1.48,3.21,13.03,2.02
ENSG00000163872,YEATS2,5.69,4.98,-0.19,7.03,3.80,-0.89
ENSG00000163873,GRIK3,0.01,0.03,1.49,0.01,0.03,1.70
ENSG00000163874,ZC3H12A,6.80,3.19,-1.09,4.72,3.85,-0.29
ENSG00000163875,MEAF6,39.62,20.72,-0.94,29.50,23.58,-0.32
ENSG00000163877,SNIP1,10.73,8.81,-0.28,16.73,3.83,-2.13
ENSG00000163879,DNALI1,0.17,0.34,1.04,0.12,0.42,1.85
ENSG00000163882,POLR2H,12.35,53.97,2.13,9.77,66.31,2.76
ENSG00000163884,KLF15,0.07,0.22,1.75,0.04,0.27,2.65
ENSG00000163885,CFAP100,0.02,0.05,1.68,0.01,0.06,2.58
ENSG00000163888,CAMK2N2,0.03,0.12,2.29,0.10,0.09,-0.15
ENSG00000163898,LIPH,0.50,2.68,2.43,0.39,3.30,3.07
ENSG00000163900,TMEM41A,20.23,10.25,-0.98,15.49,11.30,-0.46
ENSG00000163902,RPN1,5.86,103.54,4.14,19.77,117.53,2.57
ENSG00000163904,SENP2,5.97,12.53,1.07,8.37,12.37,0.56
ENSG00000163909,HEYL,0.03,0.28,3.21,0.09,0.30,1.71
ENSG00000163913,IFT122,0.45,1.40,1.64,0.47,1.63,1.80
ENSG00000163914,RHO,0.00,0.00,Inf,0.00,0.00,Inf
ENSG00000163918,RFC4,10.70,33.36,1.64,11.74,38.24,1.70
ENSG00000163923,RPL39L,7.42,45.67,2.62,9.23,53.87,2.54
ENSG00000163930,BAP1,3.71,11.31,1.61,5.30,12.02,1.18
ENSG00000163931,TKT,1.32,32.75,4.63,2.22,39.93,4.17
ENSG00000163932,PRKCD,0.22,5.47,4.64,0.34,6.70,4.30
ENSG00000163933,RFT1,3.04,6.98,1.20,2.55,8.32,1.70
ENSG00000163935,SFMBT1,21.98,2.30,-3.26,15.64,2.14,-2.87
ENSG00000163938,GNL3,36.81,101.36,1.46,46.63,110.13,1.24
ENSG00000163939,PBRM1,8.92,4.00,-1.16,7.16,4.09,-0.81
ENSG00000163945,UVSSA,0.59,0.29,-1.01,0.52,0.27,-0.95
ENSG00000163946,FAM208A,11.19,3.03,-1.89,8.66,2.89,-1.59
ENSG00000163947,ARHGEF3,8.83,1.42,-2.63,6.68,1.18,-2.50
ENSG00000163950,SLBP,107.28,123.32,0.20,140.66,102.29,-0.46
ENSG00000163956,LRPAP1,1.46,37.43,4.69,2.92,45.32,3.95
ENSG00000163958,ZDHHC19,0.00,0.21,Inf,0.00,0.26,Inf
ENSG00000163959,SLC51A,0.27,0.19,-0.51,0.24,0.19,-0.36
ENSG00000163960,UBXN7,0.95,6.61,2.80,5.69,4.48,-0.35
ENSG00000163961,RNF168,8.87,39.77,2.17,55.57,12.46,-2.16
ENSG00000163964,PIGX,2.36,1.27,-0.89,1.74,1.47,-0.24
ENSG00000163975,MELTF,0.14,0.26,0.92,0.10,0.33,1.76
ENSG00000163982,OTOP1,0.04,0.00,-Inf,0.02,0.00,-Inf
ENSG00000163993,S100P,0.07,23.68,8.40,0.05,29.61,9.31
ENSG00000163995,ABLIM2,2.33,0.23,-3.34,1.82,0.09,-4.38
ENSG00000164002,EXO5,29.55,4.22,-2.81,22.60,3.09,-2.87
ENSG00000164007,CLDN19,0.06,8.47,7.14,0.05,10.57,7.63
ENSG00000164008,C1orf50,1.99,1.00,-0.99,1.62,1.03,-0.65
ENSG00000164010,ERMAP,0.53,0.70,0.41,0.97,0.41,-1.24
ENSG00000164011,ZNF691,3.47,11.41,1.72,4.84,12.37,1.36
ENSG00000164022,AIMP1,1.77,34.83,4.30,2.85,42.28,3.89
ENSG00000164023,SGMS2,13.62,0.40,-5.09,9.67,0.05,-7.53
ENSG00000164024,METAP1,3.56,22.59,2.67,6.94,24.81,1.84
ENSG00000164031,DNAJB14,0.42,2.80,2.75,1.99,2.21,0.15
ENSG00000164032,H2AFZ,2.57,725.98,8.14,457.27,565.81,0.31
ENSG00000164035,EMCN,0.02,0.00,-1.91,0.01,0.01,-1.00
ENSG00000164037,SLC9B1,0.17,0.11,-0.63,0.13,0.13,0.01
ENSG00000164038,SLC9B2,0.33,0.23,-0.55,0.22,0.28,0.33
ENSG00000164039,BDH2,12.83,0.88,-3.86,8.91,0.84,-3.41
ENSG00000164040,PGRMC2,10.53,7.89,-0.42,11.89,6.21,-0.94
ENSG00000164045,CDC25A,44.79,24.77,-0.85,45.33,19.37,-1.23
ENSG00000164047,CAMP,0.00,6.36,Inf,0.63,7.48,3.57
ENSG00000164048,ZNF589,7.62,13.85,0.86,7.37,15.59,1.08
ENSG00000164049,FBXW12,32.63,0.63,-5.69,22.63,0.13,-7.50
ENSG00000164050,PLXNB1,0.00,0.56,Inf,0.00,0.70,Inf
ENSG00000164051,CCDC51,3.77,42.42,3.49,7.35,49.39,2.75
ENSG00000164053,ATRIP,0.06,0.02,-1.20,0.05,0.02,-1.05
ENSG00000164054,SHISA5,3.62,82.84,4.52,3.18,102.98,5.02
ENSG00000164056,SPRY1,0.11,0.69,2.65,0.10,0.85,3.13
ENSG00000164061,BSN,0.16,0.04,-2.15,0.11,0.04,-1.37
ENSG00000164062,APEH,0.52,24.13,5.54,0.82,29.82,5.19
ENSG00000164066,INTU,0.17,0.51,1.64,0.30,0.50,0.76
ENSG00000164068,RNF123,0.15,1.15,2.94,0.12,1.42,3.61
ENSG00000164070,HSPA4L,10.18,1.43,-2.83,7.35,1.37,-2.43
ENSG00000164073,MFSD8,0.89,4.40,2.30,1.06,5.15,2.28
ENSG00000164074,ABHD18,0.67,2.45,1.87,0.82,2.78,1.76
ENSG00000164076,CAMKV,0.07,1.81,4.69,0.11,2.21,4.28
ENSG00000164077,MON1A,0.80,4.85,2.61,0.94,5.75,2.61
ENSG00000164078,MST1R,0.00,0.13,Inf,0.00,0.16,Inf
ENSG00000164080,RAD54L2,19.69,11.20,-0.81,15.58,12.16,-0.36
ENSG00000164081,TEX264,1.59,12.39,2.97,1.30,15.30,3.55
ENSG00000164082,GRM2,0.02,0.13,2.70,0.01,0.16,3.61
ENSG00000164086,DUSP7,31.03,4.83,-2.68,22.66,4.56,-2.31
ENSG00000164087,POC1A,2.97,18.27,2.62,2.66,22.32,3.07
ENSG00000164088,PPM1M,0.22,1.03,2.26,0.68,0.89,0.40
ENSG00000164089,ETNPPL,1.63,23.53,3.86,1.17,29.35,4.64
ENSG00000164091,WDR82,7.93,19.08,1.27,23.25,10.37,-1.17
ENSG00000164093,PITX2,0.89,6.26,2.81,0.91,7.58,3.05
ENSG00000164096,C4orf3,0.94,34.86,5.21,1.06,43.25,5.35
ENSG00000164099,PRSS12,0.02,1.30,6.44,0.03,1.61,5.75
ENSG00000164100,NDST3,0.02,0.02,0.14,0.02,0.02,-0.22
ENSG00000164104,HMGB2,97.93,141.67,0.53,96.54,153.65,0.67
ENSG00000164105,SAP30,21.85,5.11,-2.10,16.61,4.85,-1.78
ENSG00000164106,SCRG1,0.04,0.06,0.73,0.04,0.06,0.58
ENSG00000164107,HAND2,0.03,0.03,0.36,0.04,0.02,-1.12
ENSG00000164109,MAD2L1,58.98,31.18,-0.92,52.62,28.99,-0.86
ENSG00000164111,ANXA5,5.62,94.62,4.07,13.57,110.91,3.03
ENSG00000164112,TMEM155,0.00,0.13,Inf,0.02,0.16,3.22
ENSG00000164113,ADAD1,42.33,1.91,-4.47,29.32,1.56,-4.24
ENSG00000164114,MAP9,19.60,1.30,-3.92,14.08,0.86,-4.04
ENSG00000164116,GUCY1A3,0.98,0.02,-5.77,0.66,0.02,-5.24
ENSG00000164117,FBXO8,11.32,7.10,-0.67,9.29,7.56,-0.30
ENSG00000164118,CEP44,4.96,4.08,-0.28,4.77,4.00,-0.26
ENSG00000164120,HPGD,0.03,12.21,8.93,0.02,15.27,9.58
ENSG00000164122,ASB5,0.03,0.02,-0.18,0.03,0.02,-1.15
ENSG00000164123,C4orf45,8.06,0.55,-3.86,6.00,0.22,-4.77
ENSG00000164124,TMEM144,0.00,0.43,Inf,0.02,0.53,4.98
ENSG00000164125,FAM198B,0.00,0.47,Inf,0.04,0.56,3.81
ENSG00000164128,NPY1R,0.00,0.14,Inf,0.00,0.18,Inf
ENSG00000164129,NPY5R,0.00,0.01,Inf,0.00,0.01,Inf
ENSG00000164134,NAA15,8.05,19.72,1.29,12.44,19.35,0.64
ENSG00000164136,IL15,0.00,0.56,Inf,0.00,0.70,Inf
ENSG00000164142,FAM160A1,4.26,1.92,-1.15,3.45,1.95,-0.83
ENSG00000164144,ARFIP1,22.28,12.04,-0.89,17.40,13.14,-0.41
ENSG00000164151,ICE1,13.76,5.26,-1.39,11.75,4.64,-1.34
ENSG00000164161,HHIP,0.00,0.01,Inf,0.01,0.01,-1.42
ENSG00000164162,ANAPC10,12.37,10.47,-0.24,10.05,11.74,0.22
ENSG00000164163,ABCE1,10.93,18.67,0.77,11.58,20.12,0.80
ENSG00000164164,OTUD4,27.08,3.99,-2.76,20.39,3.24,-2.66
ENSG00000164167,LSM6,4.49,26.15,2.54,3.61,32.23,3.16
ENSG00000164168,TMEM184C,6.80,13.70,1.01,8.90,13.85,0.64
ENSG00000164169,PRMT9,4.53,3.00,-0.59,3.19,3.62,0.18
ENSG00000164171,ITGA2,0.06,0.72,3.58,0.08,0.87,3.51
ENSG00000164172,MOCS2,4.91,5.88,0.26,3.55,7.14,1.01
ENSG00000164175,SLC45A2,0.00,0.00,NA,0.00,0.00,NA
ENSG00000164176,EDIL3,0.17,0.15,-0.22,0.13,0.17,0.45
ENSG00000164180,TMEM161B,0.41,2.15,2.39,0.47,2.55,2.45
ENSG00000164181,ELOVL7,0.59,1.22,1.06,0.87,1.16,0.42
ENSG00000164182,NDUFAF2,8.73,16.49,0.92,10.43,17.15,0.72
ENSG00000164185,ZNF474,0.00,0.09,Inf,0.15,0.00,-Inf
ENSG00000164187,LMBRD2,3.16,1.30,-1.29,2.14,1.59,-0.43
ENSG00000164188,RANBP3L,0.00,0.00,NA,0.00,0.00,NA
ENSG00000164190,NIPBL,19.67,7.49,-1.39,17.47,6.10,-1.52
ENSG00000164197,RNF180,2.47,0.13,-4.27,1.78,0.06,-4.95
ENSG00000164199,ADGRV1,0.53,0.34,-0.62,0.53,0.29,-0.86
ENSG00000164209,SLC25A46,25.98,4.51,-2.53,19.84,3.75,-2.40
ENSG00000164211,STARD4,0.40,2.08,2.40,0.31,2.56,3.03
ENSG00000164219,PGGT1B,2.50,2.66,0.09,2.23,2.91,0.39
ENSG00000164220,F2RL2,0.01,0.18,4.20,0.01,0.23,5.11
ENSG00000164221,CCDC112,0.14,1.84,3.71,0.21,2.21,3.37
ENSG00000164236,ANKRD33B,0.28,1.64,2.55,0.62,1.73,1.48
ENSG00000164237,CMBL,0.22,6.03,4.81,0.69,7.13,3.37
ENSG00000164241,C5orf63,0.16,0.90,2.54,0.13,1.11,3.09
ENSG00000164244,PRRC1,18.53,6.52,-1.51,12.94,7.70,-0.75
ENSG00000164251,F2RL1,0.06,61.93,10.01,2.44,75.62,4.95
ENSG00000164252,AGGF1,16.14,8.50,-0.92,12.46,9.35,-0.41
ENSG00000164253,WDR41,37.68,5.03,-2.90,26.00,5.62,-2.21
ENSG00000164256,PRDM9,0.02,0.13,2.68,0.10,0.09,-0.16
ENSG00000164258,NDUFS4,22.31,45.42,1.03,21.87,51.53,1.24
ENSG00000164265,SCGB3A2,30.83,78.71,1.35,23.21,96.40,2.05
ENSG00000164266,SPINK1,0.05,2.85,5.99,0.03,3.57,6.89
ENSG00000164270,HTR4,0.14,0.02,-2.91,0.10,0.02,-2.47
ENSG00000164283,ESM1,0.00,0.01,Inf,0.00,0.01,Inf
ENSG00000164284,GRPEL2,10.93,15.78,0.53,13.40,15.14,0.18
ENSG00000164287,CDC20B,1.16,0.09,-3.71,0.80,0.09,-3.24
ENSG00000164291,ARSK,1.59,2.01,0.34,1.76,1.99,0.18
ENSG00000164292,RHOBTB3,24.81,2.68,-3.21,18.81,1.64,-3.52
ENSG00000164294,GPX8,0.12,0.25,1.12,0.10,0.30,1.56
ENSG00000164296,TIGD6,1.06,0.89,-0.24,1.38,0.61,-1.17
ENSG00000164299,SPZ1,0.03,0.58,4.53,0.18,0.60,1.77
ENSG00000164300,SERINC5,7.74,12.94,0.74,6.45,15.21,1.24
ENSG00000164303,ENPP6,0.03,0.01,-1.64,0.02,0.01,-1.42
ENSG00000164304,CAGE1,0.06,0.02,-1.91,0.05,0.01,-2.00
ENSG00000164305,CASP3,6.83,31.62,2.21,16.54,30.54,0.88
ENSG00000164306,PRIMPOL,7.10,1.40,-2.34,5.15,1.44,-1.84
ENSG00000164307,ERAP1,0.04,0.02,-0.54,0.03,0.03,-0.26
ENSG00000164308,ERAP2,0.00,0.00,NA,0.00,0.00,NA
ENSG00000164309,CMYA5,0.04,0.16,2.04,0.06,0.18,1.49
ENSG00000164318,EGFLAM,0.01,4.18,8.71,0.22,5.07,4.50
ENSG00000164323,CFAP97,0.78,20.05,4.69,28.07,4.41,-2.67
ENSG00000164325,TMEM174,0.00,0.00,NA,0.00,0.00,NA
ENSG00000164326,CARTPT,0.00,0.02,Inf,0.00,0.02,Inf
ENSG00000164327,RICTOR,3.11,0.94,-1.72,2.50,0.86,-1.55
ENSG00000164329,PAPD4,14.53,7.20,-1.01,11.63,7.55,-0.62
ENSG00000164330,EBF1,18.55,0.54,-5.09,13.21,0.05,-8.12
ENSG00000164331,ANKRA2,4.41,5.30,0.27,3.51,6.20,0.82
ENSG00000164332,UBLCP1,50.87,12.89,-1.98,37.75,13.23,-1.51
ENSG00000164334,FAM170A,0.23,0.00,-5.81,0.16,0.00,-Inf
ENSG00000164338,UTP15,2.12,14.56,2.78,8.36,12.99,0.64
ENSG00000164342,TLR3,0.07,0.01,-3.54,0.05,0.01,-3.32
ENSG00000164344,KLKB1,0.05,0.02,-1.47,0.03,0.02,-0.57
ENSG00000164346,NSA2,5.31,28.29,2.41,27.69,17.26,-0.68
ENSG00000164347,GFM2,13.27,8.54,-0.64,11.24,8.89,-0.34
ENSG00000164362,TERT,0.17,2.34,3.79,0.28,2.80,3.31
ENSG00000164363,SLC6A18,0.00,0.03,Inf,0.00,0.04,Inf
ENSG00000164366,CCDC127,12.84,2.45,-2.39,8.78,2.90,-1.60
ENSG00000164379,FOXQ1,4.77,0.09,-5.70,3.19,0.11,-4.89
ENSG00000164393,ADGRF2,0.01,0.11,4.46,0.00,0.14,5.37
ENSG00000164398,ACSL6,0.00,0.05,Inf,0.00,0.06,Inf
ENSG00000164399,IL3,0.00,0.07,Inf,0.00,0.09,4.67
ENSG00000164400,CSF2,0.00,0.01,Inf,0.00,0.01,Inf
ENSG00000164402,SEPT8,6.15,1.84,-1.74,4.41,2.07,-1.09
ENSG00000164403,SHROOM1,0.17,0.07,-1.32,0.16,0.05,-1.58
ENSG00000164404,GDF9,718.32,64.34,-3.48,582.75,2.53,-7.85
ENSG00000164405,UQCRQ,18.81,222.66,3.57,20.45,272.39,3.74
ENSG00000164406,LEAP2,0.09,1.54,4.09,0.36,1.70,2.24
ENSG00000164411,GJB7,0.03,0.66,4.46,0.02,0.83,5.37
ENSG00000164414,SLC35A1,9.51,5.66,-0.75,6.60,6.88,0.06
ENSG00000164418,GRIK2,3.33,0.02,-7.53,2.25,0.00,-Inf
ENSG00000164430,MB21D1,0.02,0.37,4.61,0.26,0.27,0.09
ENSG00000164434,FABP7,0.01,3.02,9.24,0.12,3.69,4.98
ENSG00000164438,TLX3,0.18,0.03,-2.54,0.12,0.03,-1.92
ENSG00000164440,TXLNB,0.69,0.00,-Inf,0.46,0.00,-Inf
ENSG00000164442,CITED2,0.10,3.25,5.02,0.11,4.03,5.20
ENSG00000164451,FAM26D,4.96,0.14,-5.15,3.43,0.08,-5.38
ENSG00000164458,T,0.04,0.01,-2.74,0.03,0.01,-1.83
ENSG00000164463,CREBRF,0.54,0.68,0.33,0.80,0.52,-0.63
ENSG00000164465,DCBLD1,2.09,0.95,-1.13,1.52,1.10,-0.46
ENSG00000164466,SFXN1,1.59,9.96,2.65,1.46,12.15,3.06
ENSG00000164483,SAMD3,2.14,0.06,-5.20,1.51,0.01,-8.24
ENSG00000164484,TMEM200A,20.59,0.43,-5.59,14.23,0.15,-6.57
ENSG00000164485,IL22RA2,0.08,0.00,-Inf,0.05,0.00,-Inf
ENSG00000164488,DACT2,0.00,0.33,Inf,0.00,0.41,Inf
ENSG00000164494,PDSS2,2.23,6.10,1.45,2.17,7.11,1.71
ENSG00000164500,C7orf72,0.00,0.00,NA,0.00,0.00,NA
ENSG00000164506,STXBP5,1.95,1.13,-0.78,1.42,1.33,-0.10
ENSG00000164508,HIST1H2AA,4.15,10.57,1.35,3.19,12.89,2.02
ENSG00000164509,IL31RA,0.09,0.11,0.40,0.10,0.11,0.02
ENSG00000164512,ANKRD55,0.47,4.11,3.13,0.32,5.13,4.00
ENSG00000164520,RAET1E,0.04,0.00,-3.13,0.02,0.01,-2.22
ENSG00000164530,PI16,0.04,1.91,5.77,0.09,2.34,4.76
ENSG00000164532,TBX20,0.08,0.27,1.87,0.29,0.16,-0.84
ENSG00000164535,DAGLB,2.47,7.52,1.61,3.41,8.07,1.24
ENSG00000164542,KIAA0895,1.14,0.10,-3.48,0.79,0.10,-2.95
ENSG00000164543,STK17A,0.17,6.92,5.39,2.81,6.62,1.23
ENSG00000164548,TRA2A,1.30,48.74,5.23,5.73,57.27,3.32
ENSG00000164574,GALNT10,0.09,1.10,3.61,0.20,1.28,2.70
ENSG00000164576,SAP30L,0.62,1.23,1.00,1.03,1.08,0.06
ENSG00000164587,RPS14,111.48,365.86,1.71,151.01,399.81,1.40
ENSG00000164588,HCN1,0.01,0.12,3.61,0.09,0.09,-0.09
ENSG00000164591,MYOZ3,0.14,0.23,0.79,0.12,0.27,1.12
ENSG00000164597,COG5,29.18,2.27,-3.69,20.15,2.31,-3.13
ENSG00000164600,NEUROD6,0.11,0.00,-Inf,0.07,0.00,-Inf
ENSG00000164603,BMT2,8.00,1.52,-2.40,6.49,1.03,-2.66
ENSG00000164604,GPR85,0.00,0.01,Inf,0.00,0.01,1.91
ENSG00000164609,SLU7,98.57,29.50,-1.74,88.89,19.49,-2.19
ENSG00000164610,RP9,14.17,10.34,-0.45,10.71,11.98,0.16
ENSG00000164611,PTTG1,907.75,168.41,-2.43,741.23,108.46,-2.77
ENSG00000164615,CAMLG,110.73,28.80,-1.94,82.79,29.27,-1.50
ENSG00000164619,BMPER,0.82,0.04,-4.36,0.58,0.02,-4.70
ENSG00000164620,RELL2,0.38,0.25,-0.58,0.29,0.28,-0.04
ENSG00000164626,KCNK5,9.86,4.32,-1.19,10.00,2.83,-1.82
ENSG00000164627,KIF6,1.14,0.18,-2.70,0.85,0.15,-2.51
ENSG00000164631,ZNF12,0.31,2.59,3.09,0.90,2.72,1.59
ENSG00000164638,SLC29A4,2.26,0.34,-2.74,1.96,0.08,-4.57
ENSG00000164645,C7orf62,0.12,0.00,-Inf,0.08,0.00,-Inf
ENSG00000164647,STEAP1,0.23,15.93,6.11,0.19,19.89,6.74
ENSG00000164649,CDCA7L,31.95,3.33,-3.26,22.02,3.62,-2.60
ENSG00000164651,SP8,0.02,4.72,8.30,0.01,5.90,9.20
ENSG00000164654,MIOS,2.48,2.61,0.08,2.12,2.91,0.46
ENSG00000164659,KIAA1324L,7.29,0.74,-3.30,5.70,0.30,-4.26
ENSG00000164663,USP49,0.85,0.84,-0.02,1.13,0.63,-0.85
ENSG00000164674,SYTL3,136.52,3.28,-5.38,94.96,1.14,-6.38
ENSG00000164675,IQUB,26.85,0.87,-4.95,19.08,0.19,-6.63
ENSG00000164683,HEY1,0.59,1.64,1.49,1.71,1.06,-0.69
ENSG00000164684,ZNF704,0.91,0.27,-1.74,0.66,0.29,-1.18
ENSG00000164687,FABP5,0.98,12.57,3.68,0.79,15.61,4.30
ENSG00000164690,SHH,0.08,0.14,0.85,0.28,0.01,-4.81
ENSG00000164691,TAGAP,0.01,0.06,2.54,0.01,0.07,3.44
ENSG00000164692,COL1A2,0.01,0.08,4.07,0.00,0.11,4.98
ENSG00000164694,FNDC1,0.00,0.00,NA,0.00,0.00,NA
ENSG00000164695,CHMP4C,0.00,3.56,Inf,0.00,4.45,10.38
ENSG00000164707,SLC13A4,5.54,0.64,-3.12,4.01,0.56,-2.84
ENSG00000164713,BRI3,10.19,2.34,-2.12,7.12,2.68,-1.41
ENSG00000164715,LMTK2,0.68,2.17,1.68,1.11,2.22,1.00
ENSG00000164729,SLC35G3,0.00,0.90,Inf,0.15,1.01,2.75
ENSG00000164733,CTSB,16.11,86.60,2.43,29.84,93.93,1.65
ENSG00000164736,SOX17,0.07,6.69,6.68,0.04,8.36,7.59
ENSG00000164741,DLC1,0.74,7.47,3.35,1.82,8.34,2.19
ENSG00000164742,ADCY1,0.25,0.08,-1.68,0.17,0.10,-0.84
ENSG00000164743,C8orf48,0.33,0.21,-0.62,0.22,0.27,0.28
ENSG00000164744,SUN3,0.01,15.59,11.61,0.01,19.49,11.51
ENSG00000164746,C7orf57,0.02,0.36,4.59,0.01,0.45,5.50
ENSG00000164749,HNF4G,0.00,0.17,Inf,0.00,0.21,Inf
ENSG00000164751,PEX2,13.29,7.16,-0.89,11.31,7.12,-0.67
ENSG00000164754,RAD21,32.96,28.95,-0.19,41.81,21.31,-0.97
ENSG00000164756,SLC30A8,1.55,0.27,-2.51,1.20,0.21,-2.52
ENSG00000164758,MED30,36.40,19.10,-0.93,26.19,22.43,-0.22
ENSG00000164761,TNFRSF11B,7.32,0.18,-5.34,5.18,0.00,-Inf
ENSG00000164764,SBSPON,0.39,2.89,2.89,0.30,3.59,3.60
ENSG00000164776,PHKG1,0.00,0.62,Inf,0.64,0.29,-1.15
ENSG00000164778,EN2,0.31,0.07,-2.04,0.22,0.08,-1.39
ENSG00000164794,KCNV1,0.00,0.22,Inf,0.00,0.28,6.38
ENSG00000164796,CSMD3,0.21,0.02,-3.68,0.14,0.02,-3.00
ENSG00000164808,SPIDR,1.58,2.22,0.49,1.66,2.32,0.48
ENSG00000164815,ORC5,30.30,14.85,-1.03,21.81,17.35,-0.33
ENSG00000164816,DEFA5,0.00,0.02,Inf,0.03,0.00,-Inf
ENSG00000164818,DNAAF5,9.42,4.52,-1.06,6.77,5.28,-0.36
ENSG00000164821,DEFA4,0.00,0.01,Inf,0.00,0.01,Inf
ENSG00000164822,DEFA6,0.09,1.52,4.07,0.06,1.90,4.98
ENSG00000164823,OSGIN2,0.12,1.37,3.57,0.08,1.71,4.41
ENSG00000164825,DEFB1,0.01,0.76,7.26,0.00,0.96,8.16
ENSG00000164828,SUN1,17.67,4.51,-1.97,12.69,4.96,-1.36
ENSG00000164830,OXR1,2.44,0.86,-1.51,1.83,0.92,-0.99
ENSG00000164841,TMEM74,25.15,1.08,-4.55,17.77,0.60,-4.90
ENSG00000164849,GPR146,0.01,0.11,4.43,0.03,0.12,1.94
ENSG00000164850,GPER1,0.04,0.28,2.83,0.17,0.25,0.50
ENSG00000164853,UNCX,0.00,0.01,Inf,0.02,0.00,-3.00
ENSG00000164855,TMEM184A,0.01,0.08,3.93,0.00,0.10,4.83
ENSG00000164867,NOS3,0.01,0.62,5.95,0.05,0.75,4.00
ENSG00000164871,SPAG11B,0.00,0.00,Inf,0.00,0.00,-Inf
ENSG00000164877,MICALL2,1.24,0.33,-1.89,0.94,0.33,-1.53
ENSG00000164879,CA3,0.00,0.01,Inf,0.00,0.01,Inf
ENSG00000164880,INTS1,0.65,4.87,2.90,1.92,4.97,1.38
ENSG00000164885,CDK5,14.26,11.57,-0.30,10.16,13.97,0.46
ENSG00000164889,SLC4A2,0.65,4.43,2.78,0.52,5.47,3.39
ENSG00000164893,SLC7A13,0.00,0.00,NA,0.00,0.00,NA
ENSG00000164896,FASTK,0.74,10.69,3.86,0.75,13.16,4.13
ENSG00000164897,TMUB1,0.61,7.25,3.57,0.41,9.06,4.47
ENSG00000164898,FMC1,0.28,8.28,4.89,0.51,10.11,4.32
ENSG00000164900,GBX1,2.31,0.07,-5.04,1.61,0.04,-5.52
ENSG00000164902,PHAX,10.23,50.54,2.31,44.38,35.00,-0.34
ENSG00000164904,ALDH7A1,4.98,2.19,-1.18,3.83,2.36,-0.70
ENSG00000164916,FOXK1,1.50,2.66,0.83,1.09,3.25,1.57
